feat1,feat2,feat3
2.6456440281933147,1.9968638135519619,1.8686462564211745
2.522551348139,1.8881726109621317,2.054748023102034
2.4798943754105767,2.1145674341219465,1.879209359788841
2.4130271747791783,2.0781370494787885,1.8443955691279876
2.334821909192279,2.315783190834138,1.913141666823812
2.3653671113964823,2.1642150012359114,1.9683359714428872
2.2668931867244226,2.2270018220778836,1.8981406690359028
2.121515390657577,2.371166727697106,1.8468107979441781
2.2111513382799095,2.2591628516942213,1.7853089389103707
2.1711721090164975,2.4661456268727764,1.9857386643654111
2.1967600853478944,2.5083506330689405,2.00094013130948
2.0436371163717277,2.4276786457567714,2.072382652853319
1.8492246369697563,2.5570524042987146,2.1155951245620934
1.8595625143284198,2.6670632487302877,1.849177225479916
1.7086011003919825,2.5802244190388013,2.0501180676537567
1.6678170924416198,2.6024605941504393,2.0369008409938902
1.743598006782834,2.822716454964911,2.1001001612008148
1.6722956044298949,2.7566116285473146,2.3511463867537907
1.7641274776300482,2.7927686008353105,2.1152962133002156
1.6071345300443212,2.640960831669926,2.318066411168785
1.4952707419335032,2.8449968462711364,2.235626030309588
1.7153228077458398,2.685928746933235,2.2408241571545586
1.5823083187959655,2.6954432071093906,2.2387731685255816
1.721923729070768,2.82193637403786,2.466166041515882
1.6489187871819124,2.7604535165070447,2.6308605566908785
1.7335465601427567,2.7289818442011993,2.6116575878618757
1.747025081445292,2.6145918505554353,2.603635627356691
1.9380520912230512,2.4662828388585436,2.603034910440717
1.8816086344258651,2.589315295148061,2.7390472238872676
1.8631897588831994,2.446930464083225,2.7338731747379077
1.9268751839389213,2.618305798353954,2.642359229578204
1.9672447325501323,2.5532273683954103,2.714574810778228
2.0399671925492884,2.3640932103141554,2.7587065575486096
2.1640590291697,2.3005140994732516,2.8742953134638163
2.1026515855128842,2.311477052848576,2.921169409734785
2.3034326441693262,2.0646550034092406,2.7646380902843943
2.315943858076173,2.0398042156623735,3.0051330985419145
2.4281473898035264,2.1487532885821996,2.966256578479596
2.450194501061798,2.336462446812828,2.8920197568400745
2.4254491217024987,2.0370288723663053,2.8094296002563244
2.4019575215938676,2.0214570665834954,2.990028120670508
2.409650537401709,2.013887897311487,3.0172335547572
2.5567372000253217,1.9455348179887961,2.999396614608335
2.635396698218543,1.92725560369351,3.08996796892508
2.5554710993314087,1.9298099657218823,3.004545315445725
2.5677546104221762,1.921859876304448,2.8934740788884787
2.755739316462226,1.7649188682495853,2.770350648603894
2.803123712225724,1.7415263228510187,2.8891923206765475
2.67827079341447,1.7994516665519025,3.0347012169074117
2.595521095333823,1.8112452156896484,3.053666281414412
2.6243738773531957,1.8714984280225566,2.829882654618539
2.531895089072874,1.6142113243575704,2.9027435347210417
2.6447941841257068,1.9653689811880273,2.80669438784371
2.367724493480232,1.8872604498685952,2.823860218311545
2.3743876926450698,1.9130802171932846,2.7692218474837755
2.5607602664101896,2.1593625560761263,2.525426994525008
2.240451121303479,1.920948456347533,2.8320686362641982
2.3838420154704063,2.2804644894761124,2.672855375972353
2.411372666875419,1.8738084473991972,2.469875023255748
2.382256798349042,2.0928248277360013,2.5562155466969094
2.267560104067968,2.200504874154207,2.5411692847406995
2.022100373086739,2.2731684984602882,2.425332878550512
1.9974215693482555,2.1131440850299112,2.366447367107803
1.8588106036783147,2.548883555602665,2.146901709898921
1.8311703815068625,2.4530971445129106,2.3364031190141805
1.9313539165174176,2.461620831137166,2.362094519942374
1.832302542136104,2.390657850154199,2.3984819817015137
1.643948336723997,2.2371270665586294,2.4324138918429
1.8024335022558218,2.5575611561746565,1.995211442838586
1.9825028362084907,2.5440712463609896,2.2816837360958266
1.736869992774141,2.6434430632521573,2.103796437764112
1.4747490456420347,2.6429317917994344,1.9680653617132526
1.8690373844137707,2.716766635459212,1.9539715447525314
1.701933473438321,2.7218611850393115,2.188343744110743
1.8254804083653215,2.819317239458625,2.162281070173155
1.750634245840071,2.7156414341452892,2.1636257193544295
1.7181053522139549,2.654531134046523,1.9737742578619506
1.7058873779153636,2.833229038465086,2.0233779765165276
1.6441596220372012,2.857123819438078,2.2091808311537333
2.005805708429673,2.8134925878970654,2.106770748882885
1.9876014445985288,2.869025811824301,2.0217443135241107
2.060453772066234,2.995204289720464,2.201707409815343
2.1285341582983017,2.8878914168418497,2.2811898858374327
2.107001177185864,2.9008525411767585,2.046135674600879
2.3097636150097185,2.824080641055586,2.0904729225653513
2.1930557318713606,2.8406830380649724,2.3216864785325373
2.2463013193320327,2.876258696879633,2.217574314044077
2.3517953605823876,2.549706525453078,2.3019589795311592
2.369861446213586,2.6904773425106714,2.1735408852013336
2.4952551222448167,2.7680418557588866,2.494404207479486
2.526063674735642,2.6136538113836383,2.4223220258408387
2.5248584606641304,2.454188682813773,2.6262351310493104
2.6349219540801454,2.4649690493912426,2.617211786904686
2.549629670042966,2.373689922320231,2.5637992070199
2.6389215394956507,2.482898015902095,2.5741401924986755
2.729235457638258,2.378710170019447,2.315461135281419
2.756765762211961,2.3471245724318095,2.9377125325931206
2.6922923603494993,2.223780461190265,2.693327763645825
2.701382401730931,2.161911082161499,2.715809496195351
2.6015997659991754,2.330381846704284,2.8696739815017933
2.824188021816006,1.9477131158100423,2.92079946641813
2.4925179746947173,2.099496431279535,2.960422645342149
2.53574770413896,2.1317199530264865,2.9540460576102685
2.5825456274178107,2.066870847088994,3.0611086230999707
2.66261780498728,2.0621002305242744,2.8994005265195835
2.4503442443898185,2.1617308179694104,3.060003501213867
2.374058917864375,1.7957612332847466,3.2125881311505404
2.2110676260616056,1.7715533353531985,3.060939543693423
2.3464121319737026,1.9190748769157435,3.0765686875744596
2.20859636840458,1.9283539798537308,3.0555315280014854
2.1770940113685824,2.0427849180829822,2.9484575685249506
2.216859257598678,1.8819626100800726,3.0749615032590247
1.983753048105974,2.160450162924963,3.3016697347410386
1.8920101581288835,1.9480901241669881,3.3337926711819854
1.9828778725990996,2.1917770670963046,3.097909502106397
1.787588818138321,2.0144689189207705,3.1762005615251314
1.999707065673468,2.1327228476639664,3.1956578008176715
1.8584238323149953,2.153005060558616,3.2229389243538993
1.791935191537719,2.124256747782465,3.2364281984241026
1.6500086472463957,2.25165991225797,3.003293221614291
1.8830855486407108,2.263663231528975,3.135372062551471
1.8524072991065126,2.264773352102203,2.8667419381818
1.6615560433813714,2.379998992312139,2.975341238975657
1.6931883541305746,2.575645938632664,2.9932691420434523
1.604857402261951,2.580273315439851,2.910184050818068
2.0296721612633792,2.539918427176257,2.8493338120990317
1.8318104067574403,2.623931373585331,2.9040326942969865
1.8776992015644418,2.5940258372982723,2.89057084909342
1.9105111928282057,2.6338018471516658,2.9070318615036035
2.1204234350274915,2.888783483623588,2.6200847482321934
1.9021406405189487,2.9237294936145033,2.6141626565132565
2.2689893617490124,3.0395164281554394,2.4890578898642888
2.1627064826858198,2.7876863955700606,2.637064266797257
2.207041273752423,2.7516972662326706,2.5440976914925497
2.2742808701637856,2.9752931857375926,2.5452403175302325
2.2252153985724634,2.73140648949382,2.7410265973571
2.4470440493360375,3.0112311170299457,2.6236637340966613
2.5930439935791334,3.0668429065166816,2.583624887356522
2.558398551034803,2.9851627033945407,2.476303459188435
2.4732276776119706,3.1158399542776207,2.2517156204231985
2.5262757095013573,3.1343192898264673,2.3174248916141393
2.598360843906748,2.9941057089155456,2.326968556561222
2.836013271205312,3.075400708619578,2.207671531795996
2.752712718308164,3.203561425730478,2.4339498407929647
2.680289015274152,2.9913676554988853,2.2480840571060114
2.694014276906554,3.0523280609284686,2.2394433619338483
2.743149651429422,2.901467070899728,2.1227077692632172
2.733430396171273,2.9485098792143374,2.401351733116656
2.7241410591277737,2.824072815425819,2.2252124014732177
2.6998998157994287,2.8342769102761034,2.217396778591468
2.790010407275869,2.9639536461082643,2.23227181464886
2.9211134808762207,2.688776924700868,2.3106923245980027
2.6662076063187388,2.7251410758310257,2.568304361117648
2.6089697315278477,2.570647838919691,2.4145204867433185
2.398783544855668,2.475551772724093,2.3035412287855874
2.60326868887592,2.423666845276984,2.369445608529433
2.5061112172773368,2.415581164100565,2.3743184416417598
2.3919070934669278,2.5103625195661032,2.5755247654561404
2.3593126078838567,2.186177363395631,2.4654642553159096
2.366343584191838,2.224273832943516,2.8633115940719933
2.222469059086065,2.1658865114271784,2.8040013327562017
2.158665008900193,2.2125578306737137,2.7391338313739726
2.044177335671237,2.2197988469129815,2.7801887421106364
2.2445091154139596,2.2981184044419876,2.7783965266128656
1.9845317075461197,2.2508155097672353,2.8339364312508355
1.9513232689975613,2.029971869695326,3.1344753739791225
1.988306885372689,2.135316800770046,3.0641320008706776
1.74459690889347,2.248704348784201,3.1226916713250845
1.681378438505402,2.1513341459159947,3.1772944658877553
1.6880720560886482,2.234646643735316,3.0392071043185194
1.7412849758389075,2.1651989808826237,3.0720539441443053
1.9495258957451516,1.9932615560799263,3.123489823089228
1.9385812092549406,2.2160594838298584,3.1570049267567004
1.8764246569569603,2.181075119658825,3.169954081480246
1.783642863372839,2.0068168133857376,3.2244318092537343
1.8633892815610142,2.3167261581542786,3.3714758584589
1.910551602668979,2.270090578101368,3.2912528148960165
1.919350085185732,2.1397425366187237,3.2832635821108873
2.0265808769034352,2.237014620835544,3.4078410449411227
1.9396497949396299,2.3646470769440926,3.315299688784108
2.1181700075908836,2.3235154962275337,3.5449164377906577
2.214392390493336,2.58542929041611,3.3940085364428763
2.310024243833391,2.6136581635295353,3.3538914500838293
2.2867522545644983,2.5096014016405084,3.355776014196222
2.3082463180522015,2.664323207776056,3.39711134704608
2.1931534845566785,2.498897504141172,3.2983083649447007
2.3624087857638876,2.61026196598122,3.37187292912051
2.456694469567591,2.7753878039598106,3.32623123615729
2.578692882406197,2.6717916024231494,3.3524501234798048
2.6538442108403584,2.857518531160016,3.2471087991954484
2.72338085314168,2.9224511557525146,3.0821752027445877
2.709543529656603,2.974984759836734,3.332009322106335
2.736938515972873,3.0112386678817136,3.223662890376321
2.7366896748719913,3.0877560452305173,3.078350603292523
2.701009091415559,2.9710740311173365,3.1518768370518626
2.593010559099951,3.0054758628761262,3.2691302471836554
2.8558075223223436,3.148890542611086,3.0812024480183084
2.7222689451674236,3.2587142062277383,2.9740754773072964
2.745483867697658,3.312273219232796,2.879692243987632
2.800152577844583,3.074806893100361,2.9370739094251155
2.759859684768828,3.1326579440632374,2.87534809718053
2.693150730131877,3.1673639453999964,3.028347572794835
2.626578476632317,3.073573161626638,2.678644512904697
2.6262594739762735,3.0948243981104504,2.774072571414371
2.5518546281280146,2.8809917703388,2.5761660486858236
2.5668257785073867,3.1975593767689374,2.6839704320890876
2.535070499401616,3.166913052116451,2.756874759903283
2.454095765300185,2.9921665744207666,2.6320151690606832
2.2541567107504332,2.9552528463708168,2.5376683933965585
2.476305243136336,2.7526278640336614,2.5913502747815036
2.404606548168017,2.835366854420325,2.4642632249091
2.3185637994217805,2.906999279809255,2.5367808288539875
2.1098621403334255,2.7781785899626517,2.3280766714253143
2.1978935553139305,2.551854558737588,2.67021700521626
2.048470907450309,2.7782718581546564,2.4747255161448463
1.981517704994814,2.6703182847043747,2.456963822374905
1.9308872351108475,2.7138085602604027,2.6492079048397246
1.8775064041878704,2.5160503447802713,2.558445057231763
1.8320969718849218,2.4802167139448654,2.59149152223021
1.8722891576420035,2.354448625223523,2.5970470946020567
1.7905949710903653,2.353035313705676,2.48662807227237
1.8759689166813396,2.3877424285420035,2.553836338544408
1.9779092346747547,2.4223703726779595,2.5177625512078077
1.8789616963782445,2.3127827414583146,2.5917207630186336
1.8981092181640982,2.184656740300498,2.562551393991144
1.7509168756127735,2.2786707558027826,2.6917458221588713
2.046218047162993,2.2026022533294736,2.5913286792319035
1.865058560468605,2.0723840001746714,2.751177111371232
2.156029085727656,2.292663192433485,2.4952673912069643
2.0012447620153337,2.2821750296517855,2.8532976186569567
2.0931630963045817,2.186821379067547,2.8650089254890583
2.0315076976244457,2.153100089270777,3.004273627182592
2.3552546869504667,2.133769588945001,3.040440335339165
2.3645100384901525,2.1795963979379853,3.104978677990901
2.3224387276794247,2.2354170857268456,3.0213830094583196
2.341502744673673,2.483299187990678,3.306326544256252
2.5638488610502024,2.3563842178206,2.9756360103842643
2.558451600553205,2.2111605206933667,3.2000182283739695
2.5905118357672334,2.353816956522418,3.17260022980733
2.621596278834829,2.374691831956479,3.236398927805753
2.846057534948592,2.611981915200905,3.343808440736452
2.6338838569370635,2.595961980163793,3.4583432581768396
2.842117683009586,2.6007393847025213,3.4650517736939475
2.7364470733813406,2.6011782511250052,3.3307596568590054
2.8475732271083105,2.6898403711326075,3.462964676798554
2.9477208764198504,2.778928332123909,3.555611350528506
2.9292578230022013,2.754824763204863,3.501114022402336
2.8614252472127375,2.937053729416384,3.6662587299927845
2.8090397499764266,2.870730866629059,3.418319567414688
2.9713474161548286,3.053869219264057,3.461283631485206
2.8109058735515164,2.826464816990672,3.6553460615515947
2.9460805091834947,3.148134212758594,3.5021310938462498
2.8029369010477296,3.1515478064452283,3.8837862281675513
2.676755234540279,3.1235084450952244,3.638881400641366
2.6462322091853805,3.248490124876337,3.5341155783568348
2.5023346727036953,3.300834753030655,3.466014631657201
2.560512927555924,3.224519312764199,3.566091088846024
2.4281581133585335,3.4443465106731765,3.7581588783442648
2.35883427041578,3.3675044086880277,3.584773040981179
2.4966277756135278,3.304863279436915,3.5407652667525853
2.318899340315421,3.200734589788306,3.6055245766843678
2.4916043199676485,3.289847599717248,3.505907842919039
2.2184903980649526,3.0943738287723295,3.3720546608980295
2.0003533777710802,3.25870953585998,3.3867238661583947
2.0651109513680943,3.166444030734525,3.3948064461581526
2.0181349594668934,3.0461639839865002,3.4581527360524036
2.0270728627651846,3.1770039087465656,3.2098126423947977
1.9001405948974202,3.1250865875694616,3.1952325933289805
1.8289028245639272,3.108500336746747,3.3465435740585736
2.013364383127026,3.01568481762836,3.0936462426017632
1.9239065753280609,2.8405687370095944,3.128214612551879
1.9458310856106922,2.8653595735117388,2.884916062514991
1.9629740556807198,2.853086337943334,2.7462409882407917
1.902133172321121,2.7021351136364604,3.0253508339385036
1.8546276582302468,2.7623916480735433,2.9312069065160387
1.8329103075185103,2.570605798723833,2.8341349862535985
1.8950445760259649,2.7007286069115524,2.770918340200994
2.0149767510460785,2.684981384711319,2.688537097526219
1.9384329996162948,2.6658171278726988,2.8652764096889034
2.0568201990794317,2.468225749063399,2.792925706694833
2.1945164553674745,2.416506357204347,2.7289296416031688
2.1330453024390863,2.4897400822232187,2.921707424281581
2.342835687416145,2.5639820369568493,2.847196294130523
2.4884970731276677,2.3740346839354394,2.7497489125314325
2.318954727455357,2.4982134254618047,2.625865426086707
2.5512838837367067,2.143816315247752,2.634127553852905
2.629543894681686,2.3958836882653127,2.6290917443420243
2.6307332455068875,2.3438650376551906,2.6636166019375755
2.7246467319847243,2.2010503111047797,2.844773992189402
2.604091909653425,2.5121486683433423,2.84531303457026
2.9508676412488812,2.377516836096881,2.694570984524397
2.9385594884066917,2.195582316349229,2.8134423349877693
2.8567645938341126,2.2824644339256186,2.674739811098382
2.7957412041553753,2.4757689901705158,2.901455142284388
2.977308657936441,2.363071747702246,2.745500408537328
2.767540343388141,2.3027352576096294,2.9063803281746625
2.9447832764955346,2.5691614882328357,3.080592096600539
3.044761067297877,2.540326624724806,3.0244904611389254
2.5657383519712096,2.4623572425408455,2.9817976047504158
2.6641173274829963,2.564589846905577,3.0059035669429237
2.8657621290263235,2.680548325042153,3.0263195048910347
2.8151208294889423,2.6631299487113305,3.083233048108919
2.8497712867802765,2.724545708544313,3.1693235202984775
2.7105880613175177,2.7600242903031273,3.2019214306686776
2.623936098996093,3.031431993391535,3.1836552669399256
2.857846961722346,2.8815531308415085,3.3407231837040854
2.567791195941121,3.0699551411858486,3.3319719903333116
2.6776602302311545,2.876205614678884,3.4051226724073222
2.4521668591172645,3.0698392165785906,3.417233991260858
2.6043435633920957,2.8480812691333504,3.4801084971353724
2.3903663092851373,2.9947430591262245,3.5708430271881677
2.294343727742721,3.1457729143817406,3.5608248708768167
2.270720428820485,3.1890287164473126,3.6537193779839123
2.1689789116913856,3.024528512630432,3.699003578698991
2.0091646119839868,3.2553035720099954,3.649153380323588
2.178967010071466,3.4084174861232888,3.6031598191036354
1.990523768440506,3.5793924739170695,3.8048106588167667
2.0104057618665316,3.301114817756497,3.759338763493754
2.0966194664335775,3.4010285341765862,3.972656336887942
2.0546004573969165,3.356799139685083,3.684226770637642
2.0408400360764163,3.4260316483941984,3.728203552741804
1.8353254171232758,3.317328456515618,3.82414274995142
1.8486779505670525,3.4129517920941197,3.87340659798444
1.852041432550928,3.3514298566072993,3.7981588840412774
2.0227578505405854,3.490142471481209,3.8132107542107416
2.124915921686046,3.277345866486738,3.9022599125138377
2.103640382989228,3.404734118473414,4.000373935225312
2.135090486821479,3.1636715661143464,3.831532236452335
2.0332751096910733,3.3592842099979707,3.8204958072122848
2.025341062800071,3.275062502508151,3.643856862629223
2.190147972103801,3.2676436466117043,3.592320294594952
2.227976185066408,3.01202361719297,3.749797634449091
2.393093322675588,3.055976659342147,3.7147683574705614
2.4105339571880924,3.048475455248681,3.723002233791745
2.5745051175489895,2.748149321572096,3.538184643209986
2.568452187416973,2.9334422935933953,3.476007894250645
2.6218194516147024,2.8399886174112265,3.493307059711853
2.835374142561372,2.6612402196051352,3.4793908813661796
2.713305872610069,2.701872329611785,3.536234308750519
2.573172388076358,2.580390374562838,3.3237174431329883
2.654399887168756,2.6199905354016346,3.3605775473814976
2.9683761352080937,2.5095719551458915,3.2315679251398173
2.9390597764070936,2.5686038377330687,3.151427429869605
2.9757943066775208,2.7346844570733144,3.237651747302014
2.897800237923208,2.4706191820685444,2.9924511648793928
2.800196214058936,2.474316891996687,3.170544072076753
2.87872573252503,2.1621526234174935,3.1203676542241734
2.819798708642353,2.6003334508506413,3.014846689040225
3.1907119669965964,2.398528627798807,2.9431247600513704
2.8141717893112226,2.5617092190356674,2.9618623875610854
2.7759147258968913,2.352358757704995,3.179276302029606
2.913096918164786,2.3992518895099346,2.6554687756998145
2.8121672983330637,2.5548005951571557,2.8801775369116642
2.8612983286454066,2.4548450420066183,3.0411411033160562
2.758458193635939,2.549133527416012,2.967820985599503
2.7040651061840055,2.643797226957153,2.877754982352269
2.6990340602034877,2.6118206416403766,2.8039033236196436
2.6953312884507987,2.770343121197376,2.924045269354739
2.8046436429155963,2.6462172194626845,2.9206404931069088
2.5717789298985663,2.707700365409662,3.0454291946132077
2.5093025030835165,2.6356545939162603,3.0561580681428766
2.1334346209302915,2.9086751771707346,2.90080503789003
2.1871670292700114,2.76170596891017,2.9563549880981
2.094433632334294,2.8567444938150617,2.7869171523388165
2.216772652357994,2.907299213725735,3.0332399993141035
2.0812140735903584,3.130381040623507,3.196928107798959
1.999061068526981,2.9768693586615718,3.169429252473574
2.0372443707320906,3.2298025068071032,3.105394806984852
2.111595636974151,3.146886095275771,3.1842102271253916
2.058882934378848,3.1519691263940137,3.232654227295115
2.0708180603113355,3.310922055901843,3.2349297855921733
2.073249082221842,3.3788006306032115,3.340531913018973
2.007281153595921,3.3439005927051606,3.4770806894253803
1.8556419850240133,3.315746200616846,3.500529476737647
1.9618472738515458,3.4717205863336167,3.3576332886863853
2.080623710448766,3.4439515561933227,3.684819349134467
1.9955262758667758,3.3395408458294646,3.5826856008044334
2.011850193468276,3.457862411289591,3.605909820841908
2.1260098563934293,3.427379955895507,3.6696764423332686
2.2135578813347765,3.5127920929509897,3.6654515938725467
2.1768707995865695,3.5507842685023316,3.9174703843645737
2.2139705735278232,3.3549833721698215,3.634940129995769
2.3754897123899705,3.3730221881583953,3.932894757306939
2.234620328129915,3.3140157586783814,3.7874704221235267
2.3645871869549655,3.403493288941821,3.8588960095972
2.6682539288610916,3.631769734351541,3.8565072625213785
2.680083764396934,3.4353245507006664,3.9365741928098537
2.6641328460425964,3.3590755240801133,3.9437407835018354
2.7266663767781325,3.4047273095326216,4.045596230135501
2.6495162857844856,3.17922100103487,3.827063845979466
2.849503894192233,3.1769858764823464,4.058710339547139
2.9029192822084062,3.209456175355654,3.989281948620185
2.812994385744525,3.193312060390406,3.8972779716285593
2.9443876888032774,3.1373706686961293,4.101945164112206
3.0081529364423023,2.9559504825595044,4.016243856577976
2.9442088043857924,3.0289296619700643,4.009798586440376
2.9731852912371584,2.8508007126214157,3.9628318045066244
3.1482705736954353,2.8244686058477333,3.9099963951786774
3.047848200647055,2.819252715698271,4.110435186224155
3.0989446720538645,2.709272884027663,3.8617066781309055
3.1351110129667683,2.7165318567214,3.8039643029650088
3.1108009009870607,2.5280959460858705,3.8179574439460797
2.8708449895093002,2.6695695834959925,3.9449747388869745
2.8447780991809055,2.630857812396771,3.8559369157627836
2.9045813404305734,2.458843673481341,3.665050967151368
2.7820237575306184,2.528784064770585,3.7177340029382164
2.773861824951632,2.4380407660369823,3.926669462053453
2.67018101708371,2.710948930387617,3.677840776328283
2.6743416621598346,2.5158678456115506,3.4100810918535345
2.723913829521785,2.7371648270280096,3.4976772739846105
2.661213696942401,2.6674564988724043,3.6782418306842195
2.277337384848721,2.5968854796503362,3.3978931856060295
2.576157824226662,2.6666019620622423,3.551346188973419
2.261770993978925,2.435564623484787,3.196938386519825
2.1228987873025074,2.5726492851643425,3.347799343313137
2.2502209989484383,2.4697853638767566,3.278785567630744
2.155230177662208,2.8134043461462332,3.4276884794491425
2.054403409479316,2.6637156661838803,3.3376930835471352
2.063621269020285,2.7126259538982778,3.1787276823791366
2.023644878466308,2.8831045218918745,3.3079325792948566
1.9797511554254614,3.040319958083996,3.1385234254364742
1.9038857730759966,2.789332010723603,3.1867737470931212
1.862152004079773,2.9275103618431864,3.089126527760017
1.923490133453524,3.133175257298283,3.206837813010033
2.0729011915073605,3.007153019667897,3.2109555971378576
